                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        7184      7.5407198873919171E-034      1.0054293183189223E-033      0.0000000000000000E+000 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot 
                            1021          2.1120692277860630E+009          5.5385853028873075E+000          1.9995949351597940E+001          1.0441623175201762E+002          7.8312173814013221E+001          7.0846287440740232E+000          8.0794494609358924E+000         -6.7286086749939433E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3358726045156378E+052         -7.5718244617448301E+033         -7.4967620805959760E+033         -7.5062381148854099E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1022          2.1128661625742104E+009          5.5385121878265373E+000          1.9995773373053634E+001          1.0441669122351929E+002          7.8312518417639467E+001          7.0845663943135087E+000          8.0793783560471013E+000         -6.7265171559117076E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3358535250957357E+052         -7.5863145355936779E+033         -7.5112498380095490E+033         -7.5064697584128586E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1023          2.1136607057652013E+009          5.5384391539047586E+000          1.9995597589027351E+001          1.0441715019319930E+002          7.8312862644899482E+001          7.0845041134713505E+000          8.0793073297541529E+000         -6.7244330143875108E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3358344666814679E+052         -7.6007722020600049E+033         -7.5257051922509631E+033         -7.5067009809042078E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1024          2.1144531375418055E+009          5.5383661764107108E+000          1.9995421940044178E+001          1.0441760881632902E+002          7.8313206612246759E+001          7.0844418804753984E+000          8.0792363580259554E+000         -6.7223554435887312E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3358154228248290E+052         -7.6152030037847200E+033         -7.5401336842151617E+033         -7.5069319569558291E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1025          2.1152435244738109E+009          5.5382932506286888E+000          1.9995246414755609E+001          1.0441806712252632E+002          7.8313550341894725E+001          7.0843796913048411E+000          8.0791654362770995E+000         -6.7202910065457777E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3357963922955984E+052         -7.6295615148388006E+033         -7.5544898871918896E+033         -7.5071627646910916E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1026          2.1160318013122933E+009          5.5382203837185848E+000          1.9995071030396563E+001          1.0441852506677638E+002          7.8313893800082298E+001          7.0843175520660617E+000          8.0790945714714191E+000         -6.7182355742945221E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3357773769625802E+052         -7.6438760076577656E+033         -7.5688020734677407E+033         -7.5073934190025300E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1027          2.1168178906328509E+009          5.5381475840707184E+000          1.9994895807163797E+001          1.0441898259632832E+002          7.8314236947246229E+001          7.0842554699148383E+000          8.0790237717695081E+000         -6.7161902157473086E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3357583790157398E+052         -7.6581388455588875E+033         -7.5830626065866680E+033         -7.5076238972219187E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1028          2.1177611978175199E+009          5.5380600304260952E+000          1.9994685071162522E+001          1.0441953286208120E+002          7.8314649646560895E+001          7.0841808054762669E+000          8.0789386229805213E+000         -6.7137345582482111E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3357355306148378E+052         -7.6752252920530262E+033         -7.6001467503251760E+033         -7.5078541727849898E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1029          2.1188931664391229E+009          5.5379546863958149E+000          1.9994431513373247E+001          1.0442019495397295E+002          7.8315146215479729E+001          7.0840909691413882E+000          8.0788361718636565E+000         -6.7107904650952366E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3357080392340674E+052         -7.6957442926282959E+033         -7.6206629813214215E+033         -7.5081311306874894E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1030          2.1202515287850466E+009          5.5378278710503013E+000          1.9994126273074055E+001          1.0442099201630685E+002          7.8315744012230127E+001          7.0839828215281146E+000          8.0787128382060569E+000         -6.7072661581828019E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3356749440728165E+052         -7.7203560767859808E+033         -7.6452714329444562E+033         -7.5084643841524434E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1031          2.1218815636001546E+009          5.5376751120828391E+000          1.9993758584249974E+001          1.0442195217232464E+002          7.8316464129243485E+001          7.0838525482029437E+000          8.0785642719529953E+000         -6.7030400174970373E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3356350777008319E+052         -7.7499392553940601E+033         -7.6748505994973588E+033         -7.5088655896700820E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1032          2.1238376053782849E+009          5.5374909635467517E+000          1.9993315336652898E+001          1.0442310967227084E+002          7.8317332254203137E+001          7.0836955041630878E+000          8.0783851758522669E+000         -6.6979720540115750E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3355870184409120E+052         -7.7855162654941120E+033         -7.7104227763576015E+033         -7.5093489136510786E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1033          2.1261848555120406E+009          5.5372687855396130E+000          1.9992780545151124E+001          1.0442450628186377E+002          7.8318379711397810E+001          7.0835060258253026E+000          8.0781690910425521E+000         -6.6919440302727951E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3355290327952389E+052         -7.8279778671180672E+033         -7.7528785509960550E+033         -7.5099316122012510E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1034          2.1290015556725478E+009          5.5370004208812196E+000          1.9992134570963142E+001          1.0442619332009683E+002          7.8319644990072618E+001          7.0832771551065559E+000          8.0779080823895946E+000         -6.6846417764550581E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3354589909503122E+052         -7.8796226993010806E+033         -7.8045163519726757E+033         -7.5106347328404888E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1035          2.1323815958651564E+009          5.5366758231104187E+000          1.9991353225441646E+001          1.0442823400589545E+002          7.8321175504421589E+001          7.0830003218918218E+000          8.0775923763662654E+000         -6.6757876726048326E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3353742695176685E+052         -7.9425487777866487E+033         -7.8674339363415202E+033         -7.5114841445128844E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1036          2.1364376440962868E+009          5.5362826094347133E+000          1.9990406692806726E+001          1.0443070628079667E+002          7.8323029710597496E+001          7.0826649623550155E+000          8.0772099257782735E+000         -6.6651964385162654E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3352716345994950E+052         -8.0182666343215897E+033         -7.9431415170691680E+033         -7.5125117252421556E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1037          2.1413049019736431E+009          5.5358053517810957E+000          1.9989257821822793E+001          1.0443370728477311E+002          7.8325280463579816E+001          7.0822579136946668E+000          8.0767457195088621E+000         -6.6523890411806830E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3351470563598383E+052         -8.1104751366910305E+033         -8.0353375687642604E+033         -7.5137567926769953E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1038          2.1471456114264708E+009          5.5352246931258851E+000          1.9987859995881944E+001          1.0443735894115419E+002          7.8328019205865644E+001          7.0817626594976470E+000          8.0761809219168281E+000         -6.6368126062584498E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3349954777717561E+052         -8.2235761590617793E+033         -8.1484234753408177E+033         -7.5152683720960986E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
                            1039          2.1541544627698641E+009          5.5345160476537991E+000          1.9986153999646870E+001          1.0444181617537811E+002          7.8331362131533581E+001          7.0811582195807556E+000          8.0754916067900737E+000         -6.6176525084324545E-001         -1.0000000000000000E+000          1.5000000000000000E+000          2.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.3348104743802837E+052         -8.3641402275576645E+033         -8.2889691472479579E+033         -7.5171080309706816E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000 
